99.1,03.06.15,Es,DOM,Rumba 99.1 FM,Santiago de los Caballeros,sto,169,,
105.5,03.06.15,Es,DOM,Independencia FM,Santiago de los Caballeros,sto,169X,,
92.3,03.06.15,Es,DOM,HIJ80 Jumbo FM,San Ignacio de Sabaneta,srz,1421,,
96.3,03.06.15,Es,DOM,La Calle,La Romana,rom,165,,
99.1,03.06.15,Es,DOM,Mortal 99.1 FM,Santiago de los Caballeros,sto,169,,
90.3,03.06.15,Es,CUB,CMNP Radio Enciclopedia,Pilón,gr,1388,,
94.9,03.06.15,Es,Bahamas,ZNM More 94 FM,Freeport,fpt,950,,
104.7,03.06.15,Es,DOM,Matrix 104,Santiago de los Caballeros,sto,169,,
88.5,03.06.15,Es,USA,WMFL,Florida City,FL,1058,,
92.3,03.06.15,Es,USA,WCMQ,Hialeah,FL,1025,,
93.5,03.06.15,Es,Bahamas,ZNA Radio Abaco,Marsh Harbour,Bahamas,932,,
90.9,03.06.15,Es,USA,WLFE,Key Largo,FL,1058,,
89.7,03.06.15,Es,USA,WKCP,Homestead,FL,1045,,
89.3,03.06.15,Es,USA,WRMB,Boynton Beach,FL,975,,
94.9,03.06.15,Es,USA,WMGE,Pompano Beach,FL,1012,,
88.3,03.06.15,Es,USA,WGNK,Pennsuco,FL,1023,,
91.3,03.06.15,Es,USA,WLRN,Miami,FL,1011,,
93.1,03.06.15,Es,USA,WFEZ,Pompano Beach,FL,1012,,
93.9,03.06.15,Es,USA,WMIA,Pompano Beach,FL,1012,,
99.5,03.06.15,Es,Bahamas,Global 99.5 FM,Nassau,Bahamas,189,,
99.5,03.06.15,Es,Bahamas,Global 99.5 FM,Nassau,Bahamas,189,,
88.1,03.06.15,Es,USA,WAYF,West Palm Beach,FL,971,,
