,Freq,Calls,Date,Prop,Country,City,State,Miles
422,92.5,WFSX,2015-06-03,Es,USA,Estero,FL,1022
2891,92.5,KHCL,2016-07-12,Es,USA,Minden,LA,1140
2463,92.5,CBGC,2016-06-11,Es,CAN,Carmanville,NL,1196
3189,92.5,KOMA,2016-07-12,Es,USA,Oklahoma City,OK,1278
911,92.5,WEKS,2015-06-30,Es,USA,Zebulon,GA,717
6245,92.5,WKZZ,2015-08-11,Es,USA,Tifton,GA,753
2930,92.5,WVNN,2016-07-12,Es,USA,Trinity,AL,769
2989,92.5,KWYN,2016-07-12,Es,USA,Wynne,AR,931
215,92.5,WQST,2015-05-14,Es,USA,Forest,MS,971
897,92.5,WWYZ,2005-04-11,T,,Waterbury,CT,
899,92.5,WXTU,2005-04-11,G,,Philadelphia,PA,
950,92.7,WRRV,2005-07-12,T,,Middletown,NY,94.0
951,92.7,WSJW,2005-05-11,T,,Starview,PA,106.0
953,92.7,WWXT,2005-06-12,T,,Prince Frederick,MD,139.0
935,92.7,WENY,2012-03-17,T,,Elmira,NY,168.0
954,92.7,WXUR,2012-05-16,T,,Herkimer,NY,210.0
944,92.7,WMVY,2005-06-26,T,,Tisbury,MA,237.0
946,92.7,WOXO,2013-09-21,T,,Norway,ME,359.0
932,92.7,WBNK,2013-03-10,T,,Pine Knoll Shores,NC,373.0
904,92.7,CJBX,2005-09-06,T,,London,ON,379.0
906,92.7,CJRQ,2013-07-07,E,,Sudbury,ON,540.0
905,92.7,CJEM,2007-06-18,E,,Edmundston,NB,594.0
940,92.7,WKKZ,2010-06-02,E,,Dublin,GA,691.0
933,92.7,WCPT,2010-06-24,E,,Arlington Heights,IL,699.0
947,92.7,WPIQ,2010-05-31,E,,Manistique,MI,702.0
927,92.7,WAUN,2007-05-11,E,,Kewuanee,WI,719.0
929,92.7,WBGA,2010-06-02,E,,St. Simons Island,GA,723.0
926,92.7,WAFN,2014-05-11,E,,Arab,AL,753.0
952,92.7,WTDR,2011-07-01,E,,Talladega,AL,769.0
949,92.7,WQLZ,2010-07-16,E,,Taylorville,IL,780.0
934,92.7,WDUX,2010-06-17,E,,Waupaca,WI,785.0
939,92.7,WJBT,2007-07-23,E,,Green Cove Springs,FL,794.0
942,92.7,WKZJ,2007-07-26,E,,Eufala,AL,794.0
903,92.7,CFIM,2007-06-18,E,,Cap-Aux-Meules,QC,813.0
948,92.7,WPKG,2007-05-11,E,,Neillsville,WI,863.0
941,92.7,WKRA,2010-06-16,E,,Holly Springs,MS,881.0
922,92.7,KTWA,2010-06-24,E,,Ottumwa,IA,928.0
928,92.7,WAVW,2006-07-12,E,,Stuart,FL,944.0
919,92.7,KLOZ,2006-07-07,E,,Eldon,MO,958.0
910,92.7,KASR,2006-07-07,E,,Vilonia,AR,1022.0
921,92.7,KSJQ,2005-08-08,E,,Savannah,MO,1065.0
913,92.7,KBYO,2010-06-12,E,,Farmerville,LA,1099.0
907,92.7,CKDR,2010-07-04,E,,Dryden,ON,1100.0
931,92.7,WBKL,2007-07-28,E,,Clinton,LA,1114.0
936,92.7,WEOW,2007-07-05,E,,Key West,FL,1135.0
915,92.7,KFNL,2006-06-08,E,,Kindred,ND,1184.0
918,92.7,KJVC,2010-06-12,E,,Mansfield,LA,1193.0
923,92.7,KUSO,2007-06-26,E,,Albion,NE,1196.0
917,92.7,KILS,2006-06-10,E,,Minneapolis,KS,1215.0
909,92.7,KANR,2010-06-29,E,,Belle Plaine,KS,1233.0
908,92.7,CMBF,2013-07-15,E,,Cienfuegos,Cuba,1285.0
912,92.7,KBRB,2007-06-26,E,,Ainsworth,NE,1304.0
916,92.7,KGFX,2008-07-26,E,,Pierre,SD,1333.0
902,92.7,CBWS,2008-06-09,E,,Brandon,MB,1389.0
157,92.7,KSBU,2015-05-14,Es,USA,Delta,LA,1052
6179,92.7,KBEU,2015-08-11,Es,USA,Bearden,AR,1082
177,92.7,KBDV,2015-05-14,Es,USA,Leesville,LA,1200
958,92.7,KISY,2015-06-30,Es,USA,Blossom,TX,1228
5140,92.7,WCMI,2018-06-20,Es,USA,Ashland,KY,435
5141,92.7,WXKU,2018-06-20,Es,USA,Austin,IN,598
3659,92.7,WYVN,2016-07-12,Es,USA,Saugatuck,MI,627
573,92.7,WFNB,2015-06-21,Es,USA,Brazil,IN,663
465,92.7,WBHQ,2015-06-03,Es,USA,Beverly Beach,FL,805
5973,92.7,WWWH,2015-08-11,Es,USA,Haleyville,AL,812
6238,92.7,W224AT,2015-08-11,Es,USA,Tallahassee,FL,842
3164,92.7,KRZP,2016-07-12,Es,USA,Gassville,AR,994
955,92.7,WZAA,2005-04-11,G,,Garden City,NY,
925,92.7,W224AU,2005-04-11,T,,Allentown,PA,
938,92.7,WGMD,2005-04-11,T,,Rehoboth Beach,DE,
943,92.7,WLOM-LP,2005-04-11,T,,Ocean City,NJ,
945,92.7,WOBM,2005-04-11,G,,Toms River,NJ,
924,92.7,W224AS,2005-04-11,G,,Washington,NJ,
1007,92.9,WEHM,2005-04-11,G,,Manorville,NY,118.0
1001,92.9,WDHC,2005-06-28,T,,Berkeley Springs,WV,185.0
996,92.9,WBOS,2005-04-11,G,,Brookline,MA,246.0
1016,92.9,WLTJ,2005-04-11,G,,Pittsburgh,PA,276.0
1029,92.9,WVHL,2006-08-18,T,,Farmville,VA,279.0
999,92.9,WBUF,2005-04-13,TM,,Buffalo,NY,288.0
1008,92.9,WEZF,2005-07-13,T,,Burlington,VT,321.0
1000,92.9,WCVW,2005-06-27,T,,Summersville,WV,336.0
1009,92.9,WEZQ,2005-09-06,T,,Bangor,ME,451.0
1006,92.9,WEGX,2005-09-07,T,,Dillon,SC,469.0
1010,92.9,WFHG,2012-11-14,M,,Bluff City,TN,488.0
1011,92.9,WGTZ,2006-06-29,TEM,,Eaton,OH,509.0
1017,92.9,WLXX,2007-11-18,M,,Lexington,KY,535.0
1015,92.9,WLMI,2011-08-03,E,,Grand Ledge,MI,536.0
1034,92.9,WZLA,2006-06-29,E,,Abbeville,SC,582.0
1021,92.9,WNDV,2010-04-11,M,,South Bend,IN,605.0
1014,92.9,WJZQ,2005-05-26,E,,Cadillac,MI,614.0
957,92.9,CFLT,2010-05-31,TEM,,Dartmouth,NS,648.0
1025,92.9,WSKL,2011-12-14,EM,,Veedersburg,IN,668.0
1033,92.9,WZGC,2006-05-27,EM,,Atlanta,GA,683.0
960,92.9,CKLE,2007-06-18,E,,Bathurst,NB,686.0
1013,92.9,WJXA,2005-06-19,M,,Nashville,TN,713.0
1024,92.9,WSEI,2005-08-13,EM,,Olney,IL,715.0
1022,92.9,WRPW,2006-07-01,EM,,Colfax,IL,733.0
1030,92.9,WXMM,2013-06-01,E,,Chilton,WI,741.0
994,92.9,WAAC,2006-05-21,EM,,Valdosta,GA,803.0
1031,92.9,WYNW,2007-06-30,E,,Birnamwood,WI,813.0
967,92.9,KATF,2006-05-26,E,,Dubuque,IA,836.0
979,92.9,KLSC,2006-05-04,EM,,Malden,MO,844.0
1027,92.9,WTUG,2006-05-21,EM,,Northport,AL,858.0
1018,92.9,WMFQ,2006-06-09,EM,,Ocala,FL,867.0
971,92.9,KGRC,2005-06-18,EM,,Hannibal,MO,879.0
1019,92.9,WMFS,2006-05-26,E,,Bartlett,TN,895.0
975,92.9,KKID,2006-07-12,E,,Salem,MO,910.0
1005,92.9,WECL,2005-05-26,EM,,Elk Mound,WI,914.0
970,92.9,KFSI,2006-07-12,E,,Rochester,MN,947.0
995,92.9,WBLX,2005-07-08,EM,,Mobile,AL,975.0
1023,92.9,WSCD,2005-05-26,E,,Duluth,MN,980.0
1003,92.9,WDTL,2006-06-09,E,,Cleveland,MS,981.0
1012,92.9,WIKX,2006-05-28,E,,Charlotte Harbor,FL,1008.0
983,92.9,KOSP,2006-06-09,EM,,Ozark,MO,1027.0
1004,92.9,WDXO,2006-05-27,E,,Hazlehurst,MS,1038.0
976,92.9,KKJM,2005-06-18,E,,St. Joseph,MN,1058.0
997,92.9,WBOX,2006-06-03,E,,Varnado,LA,1061.0
991,92.9,KVRE,2006-05-26,E,,Hot Springs Village,AR,1069.0
974,92.9,KKIA,2006-05-26,EM,,Ida Grove,IA,1073.0
981,92.9,KMXN,2005-06-18,EM,,Osage City,KS,1109.0
965,92.9,K225AQ,2015-06-22,E,,Park Rapids,MN,1128.0
990,92.9,KTKC,2006-05-26,EM,,Springhill,LA,1134.0
989,92.9,KTGL,2006-05-26,EM,,Beatrice,NE,1154.0
956,92.9,CBTR,2005-05-26,E,,Roddickton,NF,1163.0
987,92.9,KSDR,2006-06-08,EM,,Watertown,SD,1176.0
968,92.9,KBEZ,2005-06-21,EM,,Tulsa,OK,1185.0
978,92.9,KKXL,2006-06-08,E,,Grand Forks,ND,1224.0
972,92.9,KHLA,2005-06-30,E,,Jennings,LA,1234.0
962,92.9,CMCQ,2006-06-15,E,,Alquizar,Cuba,1277.0
959,92.9,CKIC,2011-06-25,E,,Winnipeg,MB,1279.0
988,92.9,KSKY,2011-06-25,E,,Dallas,TX,1316.0
980,92.9,KMML,2010-06-11,E,,Cimarron,KS,1372.0
982,92.9,KNIN,2005-06-21,EM,,Wichita Falls,TX,1373.0
992,92.9,KYYY,2006-06-08,E,,Bismarck,ND,1373.0
973,92.9,KKBQ,2005-06-21,E,,Pasadena,TX,1376.0
984,92.9,KRMX,2006-06-09,E,,Marlin,TX,1387.0
961,92.9,CKSB-1,2012-06-11,E,,Ste-Rose-du-Lac,MB,1404.0
963,92.9,HIAG,2007-06-16,E,,Puerto Plata,DR,1424.0
985,92.9,KROM,2006-07-04,E,,San Antonio,TX,1522.0
964,92.9,HIEF,2012-07-04,E,,Santo Domingo,DR,1523.0
969,92.9,KDCD,2010-06-18,E,,San Angelo,TX,1556.0
1026,92.9,WTPM,2007-08-11,E,,Aguadilla,PR,1572.0
977,92.9,KKPK,2011-07-03,E,,Colorado Springs,CO,1599.0
1032,92.9,WYQE,2011-07-05,E,,Naguabo,PR,1603.0
958,92.9,CFQC,2006-06-10,E,,Saskatoon,SK,1706.0
986,92.9,KRWN,2006-06-10,E,,Farmington,NM,1813.0
966,92.9,KAFF,2012-07-24,E,,Flagstaff,AZ,2027.0
1035,92.9,XEQ,2015-06-23,E,,Mexico City,MX,2027.0
993,92.9,Rumbera,2015-07-12,E,,Anaco,VEN,2193.0
2590,92.9,CMIM,2016-07-12,Es,CUB,Marbella,ca,1248
4537,92.9,KSNZ,2017-07-04,Es,USA,Shamrock,TX,1427
998,92.9,WBPM,2005-04-11,G,,Saugerties,NY,
1002,92.9,WDSD,2005-04-11,G,,Dover,DE,
1020,92.9,WMGS,2005-04-11,G,,Wilkes-Barre,PA,
1028,92.9,WVBW,2005-04-11,G,,Suffolk,VA,
1057,93.1,WHYN,2007-09-07,T,,Springfield,MA,184.0
1068,93.1,WQYX,2013-10-10,T,,Clearfield,PA,201.0
1064,93.1,WNTQ,2011-09-04,T,,Syracuse,NY,205.0
1061,93.1,WJZV,2006-08-18,T,,Ettrick,VA,247.0
1063,93.1,WMGX,2005-10-03,T,,Portland,ME,339.0
1073,93.1,WZAK,2012-08-30,T,,Cleveland,OH,366.0
1066,93.1,WPAW,2008-09-21,T,,Winston-Salem,NC,385.0
1039,93.1,CHAY,2013-09-09,T,,Barrie,ON,385.0
1074,93.1,WZMJ,2010-06-02,E,,Batesburg,SC,563.0
1069,93.1,WTFX,2015-06-23,E,,Clarksville,IN,612.0
1054,93.1,WEAS,2010-06-02,E,,Springfield,GA,666.0
1071,93.1,WXRT,2010-06-24,E,,Chicago,IL,679.0
1072,93.1,WYDS,2013-07-05,E,,Decatur,IL,751.0
1059,93.1,WIMK,2005-05-26,E,,Iron Mountain,MI,775.0
1052,93.1,WACV,2015-06-23,E,,Coosada,AL,829.0
1040,93.1,KBDZ,2005-06-18,E,,Perryville,MO,831.0
1070,93.1,WWGM,2015-06-23,E,,Alamo,TN,835.0
1053,93.1,WBBK,2006-06-18,E,,Blakely,GA,837.0
1062,93.1,WKRO,2007-07-26,E,,Edgewater,FL,848.0
1036,93.1,CFNO,2015-06-22,E,,Marathon,ON,848.0
1043,93.1,KMCS,2010-06-24,E,,Muscatine,IA,855.0
1060,93.1,WJBL,2006-07-11,E,,Ladysmith,WI,904.0
1048,93.1,KWJK,2007-07-23,E,,Boonville,MO,949.0
1050,93.1,KZLE,2007-07-23,E,,Batesville,AR,967.0
1056,93.1,WHDR,2006-07-12,E,,Miami,FL,1026.0
1049,93.1,KXLP,2007-06-25,E,,New Ulm,MN,1029.0
1037,93.1,CFOB,2006-06-10,E,,Fort Frances,ON,1087.0
1044,93.1,KQID,2006-05-26,E,,Alexandria,LA,1134.0
1042,93.1,KKYA,2007-06-26,E,,Yankton,SD,1181.0
1047,93.1,KTYL,2006-05-26,E,,Tyler,TX,1244.0
1041,93.1,KHMY,2006-06-10,E,,Pratt,KS,1271.0
1045,93.1,KRVN,2006-06-10,E,,Lexington,NE,1310.0
1038,93.1,CFRY-1,2008-06-09,E,,Portage La Prairie,MB,1328.0
1046,93.1,KSII,2018-07-20,E,,El Paso,TX ,1855.0
1075,93.1,XHCRA,2015-06-23,E,,Tupan,MX,1875.0
5397,93.1,K226CA,2018-06-21,Es,USA,Detroit Lakes,MN,1162
2098,93.1,KWLB,2015-12-31,Es,USA,Red Oak,OK,1181
5335,93.1,KRCS,2018-06-20,Es,USA,Sturgis,SD,1503
1821,93.1,WDRQ,2015-12-30,Es,USA,Detroit,MI,478
1623,93.1,CKBW-2,2015-09-07,Tropo,CAN,Shelburne,NS,549
5962,93.1,WNOX,2015-08-11,Es,USA,Karns,TN,576
574,93.1,WIBC,2015-06-21,Es,USA,Indianapolis,IN,601
2078,93.1,WCHZ,2015-12-30,Es,USA,Warrenton,GA,622
4367,93.1,WMPA,2017-06-25,Es,USA,Ferrysburg,MI,637
909,93.1,WSAA,2015-06-30,Es,USA,Benton,TN,645
1019,93.1,W226BP,2015-06-30,Es,USA,Dublin,GA,684
2439,93.1,CHLQ,2016-06-11,Es,CAN,Charlottetown,PE,718
5935,93.1,WGMZ,2015-08-11,Es,USA,Glencoe,AL,740
5700,93.1,W226CJ,2019-06-11,Es,USA,Panama City,FL,917
299,93.1,W226BI,2015-05-14,Es,USA,Meridian,MS,938
1067,93.1,WPOC,2005-04-11,T,,Baltimore,MD,
1065,93.1,WPAT,2005-04-11,G,,Paterson,NJ,
1055,93.1,WEZW,2005-04-11,T,,Wildwood Crest,NJ,
1083,93.3,WBWZ,2012-08-26,T,,New Paltz,NY,117.0
1085,93.3,WFLS,2006-08-18,T,,Fredericksburg,VA,189.0
1090,93.3,WSNE,2005-06-26,T,,Taunton,MA,219.0
1084,93.3,WERO,2007-07-25,T,,Washington,NC,358.0
1089,93.3,WROO,2007-07-23,E,,Callahan,FL,762.0
1082,93.3,WBSZ,2006-07-11,E,,Ashland,WI,920.0
1086,93.3,WFLZ,2008-07-09,E,,Tampa,FL,949.0
1077,93.3,KIOA,2010-06-24,E,,Des Moines,IA,978.0
1079,93.3,KMCV,2010-07-16,E,,Kansas City,MO,1050.0
1076,93.3,KBLB,2010-06-17,E,,Nisswa,MN,1073.0
1088,93.3,WQUE,2010-06-12,E,,New Orleans,LA,1110.0
1081,93.3,KTWI,2010-06-15,E,,Bennington,NE,1112.0
1078,93.3,KJRV,2008-08-03,E,,Wessington Springs,SD,1232.0
1080,93.3,KSJZ,2010-06-17,E,,Jamestown,ND,1278.0
3930,93.3,W227BR,2016-08-28,Tropo,USA,Portsmouth,VA,229
300,93.3,WSYE,2015-05-14,Es,USA,Houston,MS,891
1087,93.3,WMMR,2005-04-11,G,,Philadelphia,PA,
1133,93.5,WZCR,2007-10-06,T,,Hudson,NY,157.0
1128,93.5,WVBR,2012-03-17,T,,Ithaca,NY,181.0
1124,93.5,WOKR,2012-07-06,T,,Remsen,NY,220.0
1115,93.5,WEEY,2012-06-12,T,,Swanzey,NH,231.0
1117,93.5,WFQR,2005-06-02,T,,Harwich Port,MA,273.0
1110,93.5,WBBC,2010-09-03,T,,Blackstone,VA,274.0
1092,93.5,CBCL,2007-09-18,T,,London,ON,392.0
1111,93.5,WBCM,2011-06-25,E,,Boyne City,MI,625.0
1120,93.5,WKHY,2015-06-22,E,,Lafayette,IN,650.0
1130,93.5,WVIX,2010-06-24,E,,Lemont,IL,697.0
1113,93.5,WEBX,2005-06-18,E,,Tuscola,IL,713.0
1131,93.5,WVOH,2006-07-12,E,,Hazlehurst,GA,717.0
1125,93.5,WOZZ,2006-07-11,E,,New London,WI,765.0
1122,93.5,WKWX,2006-06-29,E,,Savannah,TN,802.0
1093,93.5,CBGA-8,2007-06-18,E,,Magdalen Island,QC,813.0
1105,93.5,KQCS,2010-06-24,E,,Bettendorf,IA,821.0
1121,93.5,WKMJ,2006-06-10,E,,Hancock,MI,839.0
1116,93.5,WFDZ,2013-07-11,E,,Perry,FL,850.0
1114,93.5,WEBZ,2006-05-21,E,,Port Saint Joe,FL,924.0
1106,93.5,KRMS,2005-06-18,E,,Osage Beach,MO,962.0
1112,93.5,WBGF,2007-06-21,E,,Belle Glade,FL,985.0
1103,93.5,KKTZ,2006-06-10,E,,Lakeview,AR,998.0
1107,93.5,KRSS,2005-08-08,E,,Tarkio,MO,1072.0
1099,93.5,KITN,2006-07-12,E,,Worthington,MN,1084.0
1094,93.5,CJAS,2005-05-26,E,,St. Augustine,QC,1089.0
1108,93.5,KSCR,2005-06-18,E,,Benson,MN,1109.0
1104,93.5,KLKC,2006-06-10,E,,Parsons,KS,1115.0
1119,93.5,WKEY,2005-05-30,E,,Key West,FL,1146.0
1096,93.5,CKSB-7,2010-07-04,E,,Kenora,ON,1166.0
1102,93.5,KKOT,2005-06-18,E,,Columbus,NE,1196.0
1095,93.5,CJEL,2008-06-09,E,,Winkler,MB,1294.0
1098,93.5,KBHT,2005-06-21,E,,Crockett,TX,1309.0
1101,93.5,KKDT,2010-06-18,E,,Burdett,KS,1330.0
1109,93.5,KZTL,2010-06-29,E,,Paxton,NE,1388.0
1097,93.5,HIJ91,2015-06-03,E,,San Francisco de Macoris,DR,1444.0
209,93.5,WHJT,2015-05-14,Es,USA,Clinton,MS,1015
2628,93.5,W228BY,2016-07-12,Es,USA,Miami,FL,1025
2529,93.5,WMPK,2016-06-29,Es,USA,Summit,MS,1058
4046,93.5,WZFL,2016-11-25,Es,USA,Islamorada,FL,1086
879,93.5,KYRC,2015-06-30,Es,USA,Bismarck,AR,1095
190,93.5,KJAE,2015-05-14,Es,USA,Leesville,LA,1205
5689,93.5,KIPI,2019-06-10,Es,USA,Eagle Butte,SD,1393
361,93.5,Especial,2015-06-03,Es,DOM,San Francisco de Macorís,dua,168
4618,93.5,WRQN,2017-07-27,Es,USA,Bowling Green,OH,483
3646,93.5,WHMI,2016-07-12,Es,USA,Howell,MI,518
6250,93.5,WARQ,2015-08-11,Es,USA,Columbia,SC,537
1892,93.5,WAIN,2015-12-30,Es,USA,Columbia,KY,604
6054,93.5,W228CI,2015-08-11,Es,USA,Hilton Head Island,SC,630
5974,93.5,WMPZ,2015-08-11,Es,USA,Harrison,TN,668
2028,93.5,WMRG,2015-12-30,Es,USA,Morgan,GA,786
866,93.5,WKBQ,2015-06-30,Es,USA,Covington,TN,868
1013,93.5,WTKP,2015-06-30,Es,USA,Parker,FL,917
375,93.5,ZNA,2015-06-03,Es,Bahamas,Marsh Harbour,Bahamas,932
323,93.5,WMLV,2015-05-14,Es,USA,Butler,AL,936
4343,93.5,KCVM,2017-06-25,Es,USA,Hudson,IA,939
883,93.5,KBFC,2015-06-30,Es,USA,Forrest City,AR,955
1126,93.5,WSBG,2005-04-11,G,,Stroudsburg,PA,
1127,93.5,WTPA,2005-04-11,T,,Mechanicsburg,PA,
1129,93.5,WVIP,2005-04-11,G,,New Rochelle,NY,
1132,93.5,WZBH,2005-04-11,T,,Georgetown,DE,
1160,93.7,WZMX,2005-06-02,T,,Hartford,CT,142.0
1154,93.7,WNOB,2005-06-11,T,,Chesapeake,VA,258.0
1148,93.7,WBLK,2012-08-06,T,,Depew,NY,285.0
1152,93.7,WKAD,2010-06-17,E,,Harrietta,MI,622.0
1143,93.7,KSD,2013-07-05,E,,St. Louis,MO,835.0
1155,93.7,WOGK,2008-07-07,E,,Ocala,FL,855.0
1156,93.7,WRJM,2006-06-18,E,,Geneva,AL,885.0
1151,93.7,WGYL,2007-07-23,E,,Vero Beach,FL,921.0
1146,93.7,KXXR,2007-05-11,E,,Minneapolis,MN,995.0
1153,93.7,WMJY,2007-06-16,E,,Biloxi,MS,1026.0
1159,93.7,WTLT,2007-07-14,E,,Naples,FL,1034.0
1139,93.7,KKRL,2010-06-24,E,,Carroll,IA,1052.0
1141,93.7,KPIO,2013-07-05,E,,Pleasanton,KS,1084.0
1136,93.7,KAIR,2010-07-16,E,,Horton,KS,1086.0
1135,93.7,CBNL,2008-06-27,E,,Clarenville,NF,1167.0
1137,93.7,KBRK,2007-06-26,E,,Brookings,SD,1176.0
1145,93.7,KXKS,2008-05-29,E,,Shreveport,LA,1178.0
1147,93.7,KYEZ,2011-07-01,E,,Salina,KS,1214.0
1144,93.7,KWYR,2010-06-17,E,,Winner,SD,1306.0
1138,93.7,KIZZ,2008-06-09,E,,Minot,ND,1421.0
460,93.7,WXNX,2015-06-03,Es,USA,Fort Myers,FL,1012
3123,93.7,KISR,2016-07-12,Es,USA,Fort Smith,AR,1117
256,93.7,KYFJ,2015-05-14,Es,USA,New Iberia,LA,1154
528,93.7,KNTK,2015-06-18,Es,USA,Firth,NE,1156
292,93.7,KQBT,2015-05-14,Es,USA,Houston,TX,1374
1665,93.7,WCOV,2015-09-27,Tropo,USA,Clyde,NY,244
3686,93.7,WBFM,2016-07-12,Es,USA,Sheboygan,WI,722
3628,93.7,WBGR,2016-07-12,Es,USA,Monroe,WI,801
5936,93.7,WDJC,2015-08-11,Es,USA,Birmingham,AL,808
4184,93.7,WCYE,2017-06-07,Es,USA,Three Lakes,WI,841
2900,93.7,WTNM,2016-07-12,Es,USA,Oxford,MS,918
1158,93.7,WSTW,2005-04-11,G,,Wilmington,DE,
1157,93.7,WSJR,2005-04-11,T,,Dallas,PA,
1170,93.9,W230AA,2007-06-18,T,,Atlantic City,NJ,54.0
1174,93.9,WKXZ,2005-10-05,T,,Norwich,NY,171.0
1181,93.9,WRSI,2012-08-05,T,,Turner Falls,MA,202.0
1173,93.9,WKSL,2008-09-21,T,,Cary,NC,375.0
1176,93.9,WLIT,2010-06-24,E,,Chicago,IL,679.0
1178,93.9,WMMA,2011-06-10,E,,Nekoosa,WI,775.0
1180,93.9,WQSI,2008-06-23,E,,Union Springs,AL,810.0
1171,93.9,WCEZ,2010-07-16,E,,Carthage,IL,866.0
1184,93.9,WWRT-LP,2015-06-17,E,,Orlando,FL,870.0
1167,93.9,KSSZ,2005-06-18,E,,Fayette,MO,943.0
1161,93.9,KIAI,2007-06-18,E,,Mason City,IA,966.0
1182,93.9,WRXW,2007-05-09,E,,Pearl,MS,1000.0
1177,93.9,WLVE,2005-05-22,E,,Miami Beach,FL,1026.0
1183,93.9,WTBX,2007-05-11,E,,Hibbing,MN,1034.0
1186,93.9,ZNG,2015-06-15,E,,Nassau,Bahamas,1035.0
1162,93.9,KJMK,2006-06-10,E,,Webb City,MO,1079.0
1163,93.9,KKRC,2008-07-26,E,,Granite City,MN,1107.0
1166,93.9,KSOU,2010-06-17,E,,Sioux Center,IA,1126.0
1165,93.9,KOYN,2007-05-22,E,,Paris,TX,1217.0
1168,93.9,KSWN,2008-06-27,E,,McCook,NE,1362.0
1169,93.9,KXDI,2013-07-04,E,,Belfield,ND,1474.0
383,93.9,WMIA,2015-06-03,Es,USA,Pompano Beach,FL,1012
248,93.9,KMXH,2015-05-14,Es,USA,Alexandria,LA,1159
2591,93.9,CMEJ,2016-07-12,Es,CUB,Remedios,vc,1233
509,93.9,Island,2015-06-15,Es,TCA,Providenciales,T&C,1257
2607,93.9,CMGD,2016-07-12,Es,CUB,Sancti Spíritus,ss,1271
5723,93.9,ZFKB,2019-06-18,Es,CYM,Cayman Brac,cyb,1425
5364,93.9,KKMK,2018-06-20,Es,USA,Rapid City,SD,1488
87,93.9,WKBI,2014-08-30,Tropo,USA,St. Marys,PA,235
1625,93.9,W230AW,2015-09-07,Tropo,USA,Centerville,MA,250
1659,93.9,WARX,2015-09-27,Tropo,USA,Lewiston,ME,379
3687,93.9,CIDR,2016-07-12,Es,CAN,Windsor,ON,461
1132,93.9,WJXY,2015-07-30,Tropo,USA,Conway,SC,477
5276,93.9,WBKS,2018-06-20,Es,USA,Columbus Grove,OH,503
1889,93.9,WSEK,2015-12-30,Es,USA,Burnside,KY,561
2066,93.9,WDRR,2015-12-30,Es,USA,Martinez,GA,605
5194,93.9,WLCL,2018-06-20,Es,USA,Louisville,IN,605
5975,93.9,WQMT,2015-08-11,Es,USA,Decatur,TN,633
1684,93.9,CJLU,2015-10-13,Tropo,CAN,Dartmouth,NS,659
809,93.9,WDUC,2015-06-30,Es,USA,Lynchburg,TN,710
933,93.9,WYTK,2015-06-30,Es,USA,Rogersville,AL,779
997,93.9,WMTM,2015-06-30,Es,USA,Moultrie,GA,787
3211,93.9,KGKS,2016-07-12,Es,USA,Scott City,MO,824
3175,93.9,KSPQ,2016-07-12,Es,USA,West Plains,MO,952
1175,93.9,WKYS,2005-04-11,T,,Washington,DC,
1179,93.9,WNYC,2005-04-11,G,,New York,NY,
1198,94.1,WQKX,2011-09-11,T,,Sunbury,PA,110.0
1193,94.1,WHJY,2005-06-26,T,,Providence,RI,214.0
1201,94.1,WVSP,2005-06-23,T,,Yorktown,VA,222.0
1197,94.1,WNBU,2013-03-10,T,,Oriental,NC,371.0
1200,94.1,WSOS,2007-07-26,E,,St. Augustine,FL,796.0
1190,94.1,KRNA,2010-06-24,E,,Iowa City,IA,895.0
1194,94.1,WIAL,2007-05-11,E,,Eau Claire,WI,906.0
1199,94.1,WSJT,2007-05-31,E,,Lakeland,FL,955.0
1196,94.1,WMEZ,2007-05-09,E,,Pensacola,FL,973.0
1187,94.1,KKLN,2012-06-07,E,,Atwater,MN,1068.0
1188,94.1,KQCH,2010-06-24,E,,Omaha,NE,1112.0
1191,94.1,KSDN,2012-06-10,E,,Aberdeen,SD,1252.0
3132,94.1,KKPT,2016-07-12,Es,USA,Little Rock,AR,1038
239,94.1,WEMX,2015-05-14,Es,USA,Kentwood,LA,1104
2865,94.1,KRLQ,2016-07-12,Es,USA,Hodge,LA,1137
268,94.1,KQXY,2015-05-14,Es,USA,Beaumont,TX,1281
923,94.1,KLNO,2015-06-30,Es,USA,Dallas,TX,1336
4007,94.1,WNYV,2016-10-08,Tropo,USA,Whitehall,NY,256
1620,94.1,WWLV,2015-09-06,Tropo,USA,Winston-Salem,NC,410
6236,94.1,WAKU,2015-08-11,Es,USA,Crawfordville,FL,868
906,94.1,WZBQ,2015-06-30,Es,USA,Carrollton,AL,874
961,94.1,WLFP,2015-06-30,Es,USA,Germantown,TN,897
1195,94.1,WIP,2005-04-11,G,,Philadelphia,PA,
1224,94.3,WWSK,2005-06-02,T,,Smithtown,NY,92.0
1218,94.3,WLNP,2008-08-23,T,,Carbondale,PA,103.0
1213,94.3,WINX,2006-08-18,T,,Cambridge,MD,123.0
1227,94.3,WYBC,2006-08-17,T,,New Haven,CT,128.0
1225,94.3,WWXX,2006-08-18,T,,Warrenton,VA,188.0
1209,94.3,WBTN,2013-10-16,T,,Bennington,VT,212.0
1228,94.3,WZAI,2005-06-10,T,,Brewster,MA,274.0
1223,94.3,WTON,2005-06-26,T,,Staunton,VA,277.0
1210,94.3,WCYY,2005-10-03,T,,Biddeford,ME,327.0
1221,94.3,WROE,2007-05-11,E,,Neenah-Meansha,WI,744.0
